Balancing authority hourly actual and forecast demand 08 per 26 per 2018 – 09 per 02 per 2018 EDT
https://www.eia.gov/realtime_grid/?src=data#/data/graphs?end=20180902T00&start=20180826T00&bas=000002&regions=0
19:26:06 GMT-0700 (Pacific Daylight Time)
Source: U.S. Energy Information Administration
Category,CISO demand megawatthours,CISO demand forecast megawatthours
08/31/2018 17H EDT,30803,33091
08/31/2018 16H EDT,29372,31470
08/31/2018 15H EDT,28762,30454
08/31/2018 14H EDT,28518,29764
08/31/2018 13H EDT,28018,28951
08/31/2018 12H EDT,27380,28226
08/31/2018 11H EDT,26913,27419
08/31/2018 10H EDT,26006,26237
08/31/2018 09H EDT,24336,24499
08/31/2018 08H EDT,23179,23368
08/31/2018 07H EDT,22965,23117
08/31/2018 06H EDT,23371,23539
08/31/2018 05H EDT,24235,24401
08/31/2018 04H EDT,25512,25709
08/31/2018 03H EDT,27280,27461
08/31/2018 02H EDT,29783,30117
08/31/2018 01H EDT,32618,33094
08/31/2018 00H EDT,34685,35175
08/30/2018 23H EDT,35079,35634
08/30/2018 22H EDT,35289,36071
08/30/2018 21H EDT,35429,36450
08/30/2018 20H EDT,35153,36364
08/30/2018 19H EDT,34165,35288
08/30/2018 18H EDT,32764,33925
08/30/2018 17H EDT,31488,32596
08/30/2018 16H EDT,30318,31094
08/30/2018 15H EDT,29660,30306
08/30/2018 14H EDT,29245,29689
08/30/2018 13H EDT,28570,28971
08/30/2018 12H EDT,27761,28290
08/30/2018 11H EDT,27261,27541
08/30/2018 10H EDT,26395,26339
08/30/2018 09H EDT,24644,24420
08/30/2018 08H EDT,23452,23160
08/30/2018 07H EDT,23237,22863
08/30/2018 06H EDT,23659,23273
08/30/2018 05H EDT,24536,24179
08/30/2018 04H EDT,25836,25512
08/30/2018 03H EDT,27560,27335
08/30/2018 02H EDT,30296,29963
08/30/2018 01H EDT,33167,32888
08/30/2018 00H EDT,35309,35055
08/29/2018 23H EDT,35835,35546
08/29/2018 22H EDT,36337,36055
08/29/2018 21H EDT,36645,36629
08/29/2018 20H EDT,35904,36382
08/29/2018 19H EDT,34880,35222
08/29/2018 18H EDT,33337,33839
08/29/2018 17H EDT,31844,32416
08/29/2018 16H EDT,30321,30974
08/29/2018 15H EDT,29826,29982
08/29/2018 14H EDT,29571,29329
08/29/2018 13H EDT,28472,28642
08/29/2018 12H EDT,27987,28009
08/29/2018 11H EDT,27474,27347
08/29/2018 10H EDT,26352,26186
08/29/2018 09H EDT,24509,24343
08/29/2018 08H EDT,23195,22994
08/29/2018 07H EDT,22925,22630
08/29/2018 06H EDT,23331,22971
08/29/2018 05H EDT,24167,23749
08/29/2018 04H EDT,25440,24941
08/29/2018 03H EDT,26841,26930
08/29/2018 02H EDT,29299,29509
08/29/2018 01H EDT,32148,32372
08/29/2018 00H EDT,34038,34479
08/28/2018 23H EDT,34272,34960
08/28/2018 22H EDT,34359,35312
08/28/2018 21H EDT,34450,35778
08/28/2018 20H EDT,33908,35435
08/28/2018 19H EDT,32589,34455
08/28/2018 18H EDT,31368,33039
08/28/2018 17H EDT,30300,31783
08/28/2018 16H EDT,29267,30300
08/28/2018 15H EDT,28828,29599
08/28/2018 14H EDT,28764,28994
08/28/2018 13H EDT,28290,28453
08/28/2018 12H EDT,27772,27940
08/28/2018 11H EDT,27158,27298
08/28/2018 10H EDT,26189,26047
08/28/2018 09H EDT,24404,24205
08/28/2018 08H EDT,23122,22885
08/28/2018 07H EDT,22819,22526
08/28/2018 06H EDT,23039,22828
08/28/2018 05H EDT,23721,23610
08/28/2018 04H EDT,25056,24806
08/28/2018 03H EDT,26737,26758
08/28/2018 02H EDT,29140,29113
08/28/2018 01H EDT,32026,31962
08/28/2018 00H EDT,33960,34060
08/27/2018 23H EDT,34288,34643
08/27/2018 22H EDT,34751,35164
08/27/2018 21H EDT,34773,35527
08/27/2018 20H EDT,34030,35223
08/27/2018 19H EDT,32941,34100
08/27/2018 18H EDT,31583,32696
08/27/2018 17H EDT,30238,31366
08/27/2018 16H EDT,29298,30219
08/27/2018 15H EDT,28741,29509
08/27/2018 14H EDT,28479,28911
08/27/2018 13H EDT,28207,28542
08/27/2018 12H EDT,27852,27998
08/27/2018 11H EDT,27421,27217
08/27/2018 10H EDT,26114,25974
08/27/2018 09H EDT,23928,24109
08/27/2018 08H EDT,22322,22921
08/27/2018 07H EDT,21838,22517
08/27/2018 06H EDT,22055,22933
08/27/2018 05H EDT,22717,23740
08/27/2018 04H EDT,23880,24981
08/27/2018 03H EDT,25398,25679
08/27/2018 02H EDT,27955,27870
08/27/2018 01H EDT,30550,30376
08/27/2018 00H EDT,32301,32134
08/26/2018 23H EDT,32468,32471
08/26/2018 22H EDT,32773,32842
08/26/2018 21H EDT,32344,32729
08/26/2018 20H EDT,31124,31888
08/26/2018 19H EDT,29788,30395
08/26/2018 18H EDT,28263,28840
08/26/2018 17H EDT,26840,27462
08/26/2018 16H EDT,25448,26137
08/26/2018 15H EDT,24540,25288
08/26/2018 14H EDT,24015,24459
08/26/2018 13H EDT,23907,23729
08/26/2018 12H EDT,23641,23297
08/26/2018 11H EDT,22865,22753
08/26/2018 10H EDT,22555,22604
08/26/2018 09H EDT,22278,22372
08/26/2018 08H EDT,22069,22134
08/26/2018 07H EDT,22288,22342
08/26/2018 06H EDT,22887,22961
08/26/2018 05H EDT,23808,23896
08/26/2018 04H EDT,25023,25265
08/26/2018 03H EDT,26644,26462
08/26/2018 02H EDT,28737,28634
08/26/2018 01H EDT,30777,30834
08/26/2018 00H EDT,32221,32405
