Balancing authority hourly actual and forecast demand 01 per 12 per 2019 – 01 per 19 per 2019 EST
https://www.eia.gov/realtime_grid/#/data/graphs?end=20190119T00&start=20190112T00&bas=000002&regions=0
14:05:20 GMT-0800 (Pacific Standard Time)
Source: U.S. Energy Information Administration
Category,CISO demand megawatthours,CISO demand forecast megawatthours
01/17/2019 11H EST,24829,25857
01/17/2019 10H EST,23442,23801
01/17/2019 09H EST,21187,21022
01/17/2019 08H EST,19979,19495
01/17/2019 07H EST,19256,18968
01/17/2019 06H EST,19140,19091
01/17/2019 05H EST,19772,19577
01/17/2019 04H EST,20762,20442
01/17/2019 03H EST,22100,22248
01/17/2019 02H EST,23699,24197
01/17/2019 01H EST,25750,26306
01/17/2019 00H EST,27359,27877
01/16/2019 23H EST,28321,28811
01/16/2019 22H EST,28507,29282
01/16/2019 21H EST,28531,28645
01/16/2019 20H EST,26370,26526
01/16/2019 19H EST,24688,25813
01/16/2019 18H EST,24044,25797
01/16/2019 17H EST,23660,25936
01/16/2019 16H EST,23370,25968
01/16/2019 15H EST,23719,26055
01/16/2019 14H EST,24575,26339
01/16/2019 13H EST,24632,26536
01/16/2019 12H EST,24870,26479
01/16/2019 11H EST,25690,25907
01/16/2019 10H EST,24586,23875
01/16/2019 09H EST,21577,21137
01/16/2019 08H EST,20076,19626
01/16/2019 07H EST,19864,19094
01/16/2019 06H EST,19866,19200
01/16/2019 05H EST,20238,19707
01/16/2019 04H EST,21037,20573
01/16/2019 03H EST,22524,22260
01/16/2019 02H EST,24048,24219
01/16/2019 01H EST,26314,26315
01/16/2019 00H EST,27926,27859
01/15/2019 23H EST,28493,28764
01/15/2019 22H EST,28961,29223
01/15/2019 21H EST,28749,28495
01/15/2019 20H EST,27144,26053
01/15/2019 19H EST,26548,25116
01/15/2019 18H EST,26416,25083
01/15/2019 17H EST,26245,25256
01/15/2019 16H EST,25726,25357
01/15/2019 15H EST,25960,25584
01/15/2019 14H EST,26422,26083
01/15/2019 13H EST,26806,26514
01/15/2019 12H EST,26555,26713
01/15/2019 11H EST,26077,26308
01/15/2019 10H EST,24273,24320
01/15/2019 09H EST,21809,21565
01/15/2019 08H EST,20533,19993
01/15/2019 07H EST,20164,19381
01/15/2019 06H EST,20246,19435
01/15/2019 05H EST,20602,19871
01/15/2019 04H EST,21042,20700
01/15/2019 03H EST,22095,22132
01/15/2019 02H EST,23923,23998
01/15/2019 01H EST,26074,25980
01/15/2019 00H EST,27569,27569
01/14/2019 23H EST,28198,28564
01/14/2019 22H EST,28767,29048
01/14/2019 21H EST,28644,28506
01/14/2019 20H EST,26909,26062
01/14/2019 19H EST,26398,25012
01/14/2019 18H EST,26423,24750
01/14/2019 17H EST,26578,24686
01/14/2019 16H EST,26933,24769
01/14/2019 15H EST,26906,25036
01/14/2019 14H EST,26960,25276
01/14/2019 13H EST,26855,25568
01/14/2019 12H EST,26414,25705
01/14/2019 11H EST,25600,25559
01/14/2019 10H EST,23848,23684
01/14/2019 09H EST,21394,21107
01/14/2019 08H EST,19876,19678
01/14/2019 07H EST,19359,19032
01/14/2019 06H EST,19316,19035
01/14/2019 05H EST,19604,19451
01/14/2019 04H EST,20180,20253
01/14/2019 03H EST,21209,21090
01/14/2019 02H EST,22422,22539
01/14/2019 01H EST,24002,24024
01/14/2019 00H EST,25037,25161
01/13/2019 23H EST,25640,25859
01/13/2019 22H EST,25986,26104
01/13/2019 21H EST,25660,25172
01/13/2019 20H EST,23135,22194
01/13/2019 19H EST,21839,20617
01/13/2019 18H EST,20970,20009
01/13/2019 17H EST,20707,19817
01/13/2019 16H EST,20486,19848
01/13/2019 15H EST,20190,20201
01/13/2019 14H EST,20423,20515
01/13/2019 13H EST,20818,20899
01/13/2019 12H EST,21182,21120
01/13/2019 11H EST,20980,20920
01/13/2019 10H EST,20498,20108
01/13/2019 09H EST,19739,19274
01/13/2019 08H EST,19490,18811
01/13/2019 07H EST,19287,18726
01/13/2019 06H EST,19498,19057
01/13/2019 05H EST,19956,19564
01/13/2019 04H EST,20681,20381
01/13/2019 03H EST,21522,21621
01/13/2019 02H EST,22681,22790
01/13/2019 01H EST,23769,23933
01/13/2019 00H EST,24559,24872
01/12/2019 23H EST,25078,25567
01/12/2019 22H EST,25474,25913
01/12/2019 21H EST,25045,25340
01/12/2019 20H EST,22699,23081
01/12/2019 19H EST,21287,21937
01/12/2019 18H EST,20807,21427
01/12/2019 17H EST,20907,21321
01/12/2019 16H EST,21319,21315
01/12/2019 15H EST,21723,21542
01/12/2019 14H EST,22333,21964
01/12/2019 13H EST,22806,22214
01/12/2019 12H EST,22687,22233
01/12/2019 11H EST,21961,21888
01/12/2019 10H EST,21443,21327
01/12/2019 09H EST,20513,20166
01/12/2019 08H EST,19900,19533
01/12/2019 07H EST,19749,19426
01/12/2019 06H EST,20008,19714
01/12/2019 05H EST,20562,20285
01/12/2019 04H EST,21252,21151
01/12/2019 03H EST,22354,22228
01/12/2019 02H EST,23739,23647
01/12/2019 01H EST,25006,25034
01/12/2019 00H EST,25710,26172
