Balancing authority hourly actual and forecast demand 12 per 30 per 2018 – 01 per 06 per 2019 EST
https://www.eia.gov/realtime_grid/?src=data#/data/graphs?end=20190106T00&start=20181230T00&bas=000002&regions=0
19:33:37 GMT-0700 (Pacific Daylight Time)
Source: U.S. Energy Information Administration
Category,CISO demand megawatthours,CISO demand forecast megawatthours
01/3/2019 06H EDT,21342,21190
01/3/2019 05H EDT,21720,21574
01/3/2019 04H EDT,22534,22322
01/3/2019 03H EDT,23472,23822
01/3/2019 02H EDT,25181,25679
01/3/2019 01H EDT,26969,27578
01/3/2019 00H EDT,28235,28956
01/2/2019 23H EDT,28587,29642
01/2/2019 22H EDT,28471,30003
01/2/2019 21H EDT,27956,29211
01/2/2019 20H EDT,25467,25867
01/2/2019 19H EDT,23576,24139
01/2/2019 18H EDT,22591,23292
01/2/2019 17H EDT,21992,23053
01/2/2019 16H EDT,22058,23114
01/2/2019 15H EDT,22527,23631
01/2/2019 14H EDT,23328,24549
01/2/2019 13H EDT,24243,25772
01/2/2019 12H EDT,25319,26972
01/2/2019 11H EDT,25802,27968
01/2/2019 10H EDT,24835,26978
01/2/2019 09H EDT,22716,24072
01/2/2019 08H EDT,21130,22220
01/2/2019 07H EDT,20377,21509
01/2/2019 06H EDT,20274,21502
01/2/2019 05H EDT,20612,21893
01/2/2019 04H EDT,21316,22496
01/2/2019 03H EDT,22326,22495
01/2/2019 02H EDT,23870,24000
01/2/2019 01H EDT,25408,25313
01/2/2019 00H EDT,26349,26209
01/1/2019 23H EDT,26754,26739
01/1/2019 22H EDT,26928,26953
01/1/2019 21H EDT,26205,25910
01/1/2019 20H EDT,22860,22321
01/1/2019 19H EDT,20336,20621
01/1/2019 18H EDT,19028,19900
01/1/2019 17H EDT,18413,19564
01/1/2019 16H EDT,18371,19364
01/1/2019 15H EDT,18818,19616
01/1/2019 14H EDT,19400,19959
01/1/2019 13H EDT,19989,20731
01/1/2019 12H EDT,20645,21356
01/1/2019 11H EDT,21432,21516
01/1/2019 10H EDT,21535,21513
01/1/2019 09H EDT,20781,20781
01/1/2019 08H EDT,20325,20364
01/1/2019 07H EDT,20299,20416
01/1/2019 06H EDT,20631,20803
01/1/2019 05H EDT,21216,21444
01/1/2019 04H EDT,21965,22362
01/1/2019 03H EDT,22803,23436
01/1/2019 02H EDT,23853,24223
01/1/2019 01H EDT,24984,25216
01/1/2019 00H EDT,25940,26290
12/31/2018 23H EDT,26853,27377
12/31/2018 22H EDT,27676,28321
12/31/2018 21H EDT,27654,27981
12/31/2018 20H EDT,24947,24210
12/31/2018 19H EDT,23216,22491
12/31/2018 18H EDT,22501,22023
12/31/2018 17H EDT,22157,22134
12/31/2018 16H EDT,22421,22462
12/31/2018 15H EDT,22868,22928
12/31/2018 14H EDT,23505,23633
12/31/2018 13H EDT,23892,24030
12/31/2018 12H EDT,24073,24408
12/31/2018 11H EDT,23718,24606
12/31/2018 10H EDT,22837,23824
12/31/2018 09H EDT,21376,22340
12/31/2018 08H EDT,20352,21236
12/31/2018 07H EDT,19994,20781
12/31/2018 06H EDT,20047,20930
12/31/2018 05H EDT,20559,21417
12/31/2018 04H EDT,21397,22210
12/31/2018 03H EDT,22589,22569
12/31/2018 02H EDT,23899,24229
12/31/2018 01H EDT,25090,25878
12/31/2018 00H EDT,25993,27014
12/30/2018 23H EDT,26449,27706
12/30/2018 22H EDT,26639,27823
12/30/2018 21H EDT,26012,27055
12/30/2018 20H EDT,22778,23488
12/30/2018 19H EDT,20786,21558
12/30/2018 18H EDT,19979,20620
12/30/2018 17H EDT,19558,20192
12/30/2018 16H EDT,19458,20061
12/30/2018 15H EDT,19710,20425
12/30/2018 14H EDT,20218,21056
12/30/2018 13H EDT,21126,21566
12/30/2018 12H EDT,21880,22089
12/30/2018 11H EDT,22365,22134
12/30/2018 10H EDT,22119,21950
12/30/2018 09H EDT,21329,21069
12/30/2018 08H EDT,20849,20616
12/30/2018 07H EDT,20716,20483
12/30/2018 06H EDT,20915,20706
12/30/2018 05H EDT,21395,21290
12/30/2018 04H EDT,22223,22039
12/30/2018 03H EDT,23124,22949
12/30/2018 02H EDT,24464,24410
12/30/2018 01H EDT,25787,25773
12/30/2018 00H EDT,26618,26577
