Balancing authority hourly actual and forecast demand 09 per 30 per 2018 – 10 per 07 per 2018 EDT
https://www.eia.gov/realtime_grid/#/data/graphs?end=20181007T00&start=20180930T00&bas=000002&regions=0
14:09:22 GMT-0800 (Pacific Standard Time)
Source: U.S. Energy Information Administration
Category,CISO demand megawatthours,CISO demand forecast megawatthours
10/5/2018 11H EST,25920,25759
10/5/2018 10H EST,24908,24799
10/5/2018 09H EST,22649,22496
10/5/2018 08H EST,21316,21195
10/5/2018 07H EST,20981,20819
10/5/2018 06H EST,21214,21083
10/5/2018 05H EST,21780,21662
10/5/2018 04H EST,22730,22544
10/5/2018 03H EST,23841,23697
10/5/2018 02H EST,25761,25453
10/5/2018 01H EST,27950,27497
10/5/2018 00H EST,29397,29060
10/4/2018 23H EST,30303,29815
10/4/2018 22H EST,29656,28840
10/4/2018 21H EST,29165,28486
10/4/2018 20H EST,28852,28390
10/4/2018 19H EST,28431,27737
10/4/2018 18H EST,28076,27105
10/4/2018 17H EST,27896,26571
10/4/2018 16H EST,27822,26114
10/4/2018 15H EST,27719,26112
10/4/2018 14H EST,27625,26275
10/4/2018 13H EST,27302,26243
10/4/2018 12H EST,27040,26221
10/4/2018 11H EST,26855,26695
10/4/2018 10H EST,25731,25712
10/4/2018 09H EST,23378,23323
10/4/2018 08H EST,22001,21882
10/4/2018 07H EST,21617,21491
10/4/2018 06H EST,21872,21758
10/4/2018 05H EST,22547,22465
10/4/2018 04H EST,23436,23373
10/4/2018 03H EST,24588,23959
10/4/2018 02H EST,26584,25934
10/4/2018 01H EST,28661,28242
10/4/2018 00H EST,30159,29923
10/3/2018 23H EST,31179,30780
10/3/2018 22H EST,30529,29831
10/3/2018 21H EST,30024,29673
10/3/2018 20H EST,29946,29882
10/3/2018 19H EST,29794,29663
10/3/2018 18H EST,29708,29419
10/3/2018 17H EST,29630,29090
10/3/2018 16H EST,29329,28623
10/3/2018 15H EST,28952,28643
10/3/2018 14H EST,28710,28727
10/3/2018 13H EST,28476,28525
10/3/2018 12H EST,28156,28105
10/3/2018 11H EST,27614,27140
10/3/2018 10H EST,26284,25743
10/3/2018 09H EST,23874,23191
10/3/2018 08H EST,22443,21774
10/3/2018 07H EST,22072,21415
10/3/2018 06H EST,22400,22186
10/3/2018 05H EST,23025,22742
10/3/2018 04H EST,24045,23747
10/3/2018 03H EST,25379,24632
10/3/2018 02H EST,27421,26622
10/3/2018 01H EST,29747,28951
10/3/2018 00H EST,31326,30690
10/2/2018 23H EST,32180,31738
10/2/2018 22H EST,31770,30952
10/2/2018 21H EST,31650,30811
10/2/2018 20H EST,31815,30974
10/2/2018 19H EST,31564,30709
10/2/2018 18H EST,31014,30306
10/2/2018 17H EST,30340,29958
10/2/2018 16H EST,29820,29342
10/2/2018 15H EST,29520,29138
10/2/2018 14H EST,29453,28891
10/2/2018 13H EST,29063,28675
10/2/2018 12H EST,28432,28541
10/2/2018 11H EST,27924,28175
10/2/2018 10H EST,26339,26841
10/2/2018 09H EST,23891,24236
10/2/2018 08H EST,22511,22793
10/2/2018 07H EST,22114,22364
10/2/2018 06H EST,22560,22739
10/2/2018 05H EST,23335,23385
10/2/2018 04H EST,24593,24390
10/2/2018 03H EST,26199,25933
10/2/2018 02H EST,28569,28342
10/2/2018 01H EST,31205,31012
10/2/2018 00H EST,33269,33188
10/1/2018 23H EST,34627,34539
10/1/2018 22H EST,34391,34021
10/1/2018 21H EST,34642,33851
10/1/2018 20H EST,34753,33664
10/1/2018 19H EST,34307,32966
10/1/2018 18H EST,33663,32109
10/1/2018 17H EST,32864,31227
10/1/2018 16H EST,31454,30087
10/1/2018 15H EST,30595,29211
10/1/2018 14H EST,29590,28568
10/1/2018 13H EST,28697,27903
10/1/2018 12H EST,27639,27485
10/1/2018 11H EST,26804,27050
10/1/2018 10H EST,25496,25643
10/1/2018 09H EST,23110,23214
10/1/2018 08H EST,21619,21674
10/1/2018 07H EST,21122,21161
10/1/2018 06H EST,21351,21334
10/1/2018 05H EST,21933,21917
10/1/2018 04H EST,22803,22633
10/1/2018 03H EST,24094,23305
10/1/2018 02H EST,26148,25122
10/1/2018 01H EST,28246,27169
10/1/2018 00H EST,29739,28866
09/30/2018 23H EST,30692,29716
09/30/2018 22H EST,30069,29284
09/30/2018 21H EST,29727,28861
09/30/2018 20H EST,29130,28047
09/30/2018 19H EST,28436,26800
09/30/2018 18H EST,27144,25441
09/30/2018 17H EST,25934,24223
09/30/2018 16H EST,24561,23103
09/30/2018 15H EST,23716,22407
09/30/2018 14H EST,23121,21972
09/30/2018 13H EST,22779,21789
09/30/2018 12H EST,22163,21522
09/30/2018 11H EST,21335,21073
09/30/2018 10H EST,21212,21092
09/30/2018 09H EST,20719,20692
09/30/2018 08H EST,20510,20380
09/30/2018 07H EST,20629,20414
09/30/2018 06H EST,21096,20848
09/30/2018 05H EST,21835,21645
09/30/2018 04H EST,22758,22551
09/30/2018 03H EST,24075,23904
09/30/2018 02H EST,25780,25473
09/30/2018 01H EST,27434,27108
09/30/2018 00H EST,28763,28402
