Balancing authority hourly actual and forecast demand 08 per 20 per 2018 – 08 per 27 per 2018 EDT
https://www.eia.gov/realtime_grid/#/data/graphs?end=20180827T00&start=20180820T00&bas=000002&regions=0
14:08:57 GMT-0800 (Pacific Standard Time)
Source: U.S. Energy Information Administration
Category,CISO demand megawatthours,CISO demand forecast megawatthours
08/20/2018 15H EST,32869,34017
08/20/2018 14H EST,31963,32811
08/20/2018 13H EST,31276,31504
08/20/2018 12H EST,30510,30417
08/20/2018 11H EST,29492,29240
08/20/2018 10H EST,28183,27889
08/20/2018 09H EST,26480,26227
08/20/2018 08H EST,25134,25110
08/20/2018 07H EST,24734,24912
08/20/2018 06H EST,25152,25397
08/20/2018 05H EST,26072,26435
08/20/2018 04H EST,27588,28070
08/20/2018 03H EST,29407,29319
08/20/2018 02H EST,32086,32057
08/20/2018 01H EST,35181,34863
08/20/2018 00H EST,37393,36855
