Balancing authority hourly actual and forecast demand 11 per 12 per 2018 – 11 per 19 per 2018 EST
https://www.eia.gov/realtime_grid/?src=data#/data/graphs?end=20181119T00&start=20181112T00&bas=000002&regions=0
19:31:37 GMT-0700 (Pacific Daylight Time)
Source: U.S. Energy Information Administration
Category,CISO demand megawatthours,CISO demand forecast megawatthours
11/15/2018 17H EDT,25341,25424
11/15/2018 16H EDT,24864,24996
11/15/2018 15H EDT,24715,24746
11/15/2018 14H EDT,24818,24786
11/15/2018 13H EDT,25064,24964
11/15/2018 12H EDT,25230,25076
11/15/2018 11H EDT,25223,25304
11/15/2018 10H EDT,24393,24451
11/15/2018 09H EDT,22377,22338
11/15/2018 08H EDT,20980,20713
11/15/2018 07H EDT,20603,20120
11/15/2018 06H EDT,20707,20203
11/15/2018 05H EDT,21169,20619
11/15/2018 04H EDT,21702,21305
11/15/2018 03H EDT,22771,22485
11/15/2018 02H EDT,24368,23960
11/15/2018 01H EDT,26214,25809
11/15/2018 00H EDT,27615,27224
11/14/2018 23H EDT,28516,28279
11/14/2018 22H EDT,29165,28939
11/14/2018 21H EDT,29325,29047
11/14/2018 20H EDT,27578,27059
11/14/2018 19H EDT,26671,26270
11/14/2018 18H EDT,25887,25767
11/14/2018 17H EDT,25237,25273
11/14/2018 16H EDT,24747,24745
11/14/2018 15H EDT,24547,24503
11/14/2018 14H EDT,24658,24579
11/14/2018 13H EDT,25161,24784
11/14/2018 12H EDT,25647,25058
11/14/2018 11H EDT,26032,25001
11/14/2018 10H EDT,24890,24211
11/14/2018 09H EDT,22778,21975
11/14/2018 08H EDT,21311,20368
11/14/2018 07H EDT,20726,19753
11/14/2018 06H EDT,20768,19829
11/14/2018 05H EDT,21150,20270
11/14/2018 04H EDT,21789,21024
11/14/2018 03H EDT,22651,22418
11/14/2018 02H EDT,24196,24025
11/14/2018 01H EDT,25991,25891
11/14/2018 00H EDT,27349,27332
11/13/2018 23H EDT,28176,28365
11/13/2018 22H EDT,28811,28945
11/13/2018 21H EDT,28906,28703
11/13/2018 20H EDT,26936,26442
11/13/2018 19H EDT,26070,25555
11/13/2018 18H EDT,25620,25137
11/13/2018 17H EDT,25431,24839
11/13/2018 16H EDT,25040,24397
11/13/2018 15H EDT,24873,24415
11/13/2018 14H EDT,25057,24620
11/13/2018 13H EDT,25155,24940
11/13/2018 12H EDT,25277,25219
11/13/2018 11H EDT,25364,25444
11/13/2018 10H EDT,24543,24376
11/13/2018 09H EDT,22542,22186
11/13/2018 08H EDT,21089,20586
11/13/2018 07H EDT,20469,19976
11/13/2018 06H EDT,20185,20029
11/13/2018 05H EDT,20544,20457
11/13/2018 04H EDT,21252,21171
11/13/2018 03H EDT,22337,22177
11/13/2018 02H EDT,23758,23718
11/13/2018 01H EDT,25588,25704
11/13/2018 00H EDT,27046,27280
11/12/2018 23H EDT,27981,28412
11/12/2018 22H EDT,28651,29021
11/12/2018 21H EDT,28835,28708
11/12/2018 20H EDT,26869,26650
11/12/2018 19H EDT,25782,25547
11/12/2018 18H EDT,24908,24923
11/12/2018 17H EDT,24315,24451
11/12/2018 16H EDT,23952,24040
11/12/2018 15H EDT,23764,23949
11/12/2018 14H EDT,23899,24038
11/12/2018 13H EDT,24139,24214
11/12/2018 12H EDT,24335,24418
11/12/2018 11H EDT,24056,24455
11/12/2018 10H EDT,23266,23513
11/12/2018 09H EDT,21539,21674
11/12/2018 08H EDT,20255,20217
11/12/2018 07H EDT,19778,19548
11/12/2018 06H EDT,19707,19635
11/12/2018 05H EDT,19989,19964
11/12/2018 04H EDT,20568,20634
11/12/2018 03H EDT,21416,21008
11/12/2018 02H EDT,22449,22379
11/12/2018 01H EDT,23794,23912
11/12/2018 00H EDT,24773,25026
