Balancing authority hourly actual and forecast demand 10 per 28 per 2018 – 11 per 04 per 2018 EDT
https://www.eia.gov/realtime_grid/#/data/graphs?end=20181104T00&start=20181028T00&bas=000002&regions=0
14:19:00 GMT-0800 (Pacific Standard Time)
Source: U.S. Energy Information Administration
Category,CISO demand megawatthours,CISO demand forecast megawatthours
11/2/2018 16H EST,26169,25390
11/2/2018 15H EST,26191,25124
11/2/2018 14H EST,25735,25063
11/2/2018 13H EST,25712,25201
11/2/2018 12H EST,25908,25333
11/2/2018 11H EST,25862,25457
11/2/2018 10H EST,24421,24009
11/2/2018 09H EST,22089,21597
11/2/2018 08H EST,20860,20262
11/2/2018 07H EST,20740,19855
11/2/2018 06H EST,20945,20088
11/2/2018 05H EST,21469,20696
11/2/2018 04H EST,21946,21620
11/2/2018 03H EST,23000,22621
11/2/2018 02H EST,24670,24415
11/2/2018 01H EST,26653,26592
11/2/2018 00H EST,28214,28146
11/1/2018 23H EST,29331,29387
11/1/2018 22H EST,29679,29696
11/1/2018 21H EST,28670,28282
11/1/2018 20H EST,28197,27436
11/1/2018 19H EST,27647,26731
11/1/2018 18H EST,26911,26024
11/1/2018 17H EST,26208,25393
11/1/2018 16H EST,25656,24754
11/1/2018 15H EST,25472,24688
11/1/2018 14H EST,25470,24797
11/1/2018 13H EST,25558,24951
11/1/2018 12H EST,25707,25344
11/1/2018 11H EST,25701,25526
11/1/2018 10H EST,24227,24095
11/1/2018 09H EST,21804,21664
11/1/2018 08H EST,20727,20346
11/1/2018 07H EST,20352,19918
11/1/2018 06H EST,20544,20085
11/1/2018 05H EST,21065,20647
11/1/2018 04H EST,21842,21492
11/1/2018 03H EST,22695,22774
11/1/2018 02H EST,24168,24586
11/1/2018 01H EST,25830,26472
11/1/2018 00H EST,26828,28040
10/31/2018 23H EST,27540,29147
10/31/2018 22H EST,28175,29097
10/31/2018 21H EST,27551,27733
10/31/2018 20H EST,27224,26997
10/31/2018 19H EST,26619,26363
10/31/2018 18H EST,26106,25581
10/31/2018 17H EST,25810,24877
10/31/2018 16H EST,25274,24248
10/31/2018 15H EST,25286,24164
10/31/2018 14H EST,25277,24260
10/31/2018 13H EST,25419,24480
10/31/2018 12H EST,25722,24904
10/31/2018 11H EST,26036,25396
10/31/2018 10H EST,24634,24040
10/31/2018 09H EST,22121,21698
10/31/2018 08H EST,20691,20391
10/31/2018 07H EST,20203,19968
10/31/2018 06H EST,20408,20100
10/31/2018 05H EST,20946,20632
10/31/2018 04H EST,21766,21438
10/31/2018 03H EST,22875,22701
10/31/2018 02H EST,24540,24531
10/31/2018 01H EST,26568,26483
10/31/2018 00H EST,28003,27914
10/30/2018 23H EST,28869,28984
10/30/2018 22H EST,28999,28988
10/30/2018 21H EST,27591,27593
10/30/2018 20H EST,26890,26916
10/30/2018 19H EST,26178,26325
10/30/2018 18H EST,25580,25579
10/30/2018 17H EST,25503,24966
10/30/2018 16H EST,25251,24493
10/30/2018 15H EST,25380,24534
10/30/2018 14H EST,25679,24707
10/30/2018 13H EST,25550,25038
10/30/2018 12H EST,25847,25610
10/30/2018 11H EST,26033,25774
10/30/2018 10H EST,24495,24150
10/30/2018 09H EST,22028,21592
10/30/2018 08H EST,20637,20234
10/30/2018 07H EST,20212,19795
10/30/2018 06H EST,20354,19937
10/30/2018 05H EST,20864,20473
10/30/2018 04H EST,21697,21356
10/30/2018 03H EST,22965,22819
10/30/2018 02H EST,24687,24600
10/30/2018 01H EST,26596,26504
10/30/2018 00H EST,28141,28078
10/29/2018 23H EST,29201,29198
10/29/2018 22H EST,29425,29366
10/29/2018 21H EST,27982,28118
10/29/2018 20H EST,27118,27326
10/29/2018 19H EST,26731,26570
10/29/2018 18H EST,26375,25818
10/29/2018 17H EST,26075,25127
10/29/2018 16H EST,25600,24779
10/29/2018 15H EST,25507,24806
10/29/2018 14H EST,25657,24976
10/29/2018 13H EST,25810,25369
10/29/2018 12H EST,25647,25731
10/29/2018 11H EST,25642,25612
10/29/2018 10H EST,24026,23929
10/29/2018 09H EST,21609,21573
10/29/2018 08H EST,20178,20168
10/29/2018 07H EST,19619,19645
10/29/2018 06H EST,19607,19716
10/29/2018 05H EST,19995,20074
10/29/2018 04H EST,20771,20748
10/29/2018 03H EST,21854,21916
10/29/2018 02H EST,23561,23509
10/29/2018 01H EST,25108,25169
10/29/2018 00H EST,26405,26569
10/28/2018 23H EST,27326,27524
10/28/2018 22H EST,27348,27576
10/28/2018 21H EST,25783,25963
10/28/2018 20H EST,24751,24752
10/28/2018 19H EST,24190,23760
10/28/2018 18H EST,23365,22783
10/28/2018 17H EST,22580,21987
10/28/2018 16H EST,21954,21619
10/28/2018 15H EST,21805,21398
10/28/2018 14H EST,21429,21256
10/28/2018 13H EST,21419,21241
10/28/2018 12H EST,21363,21042
10/28/2018 11H EST,21091,20667
10/28/2018 10H EST,20512,20260
10/28/2018 09H EST,20098,19720
10/28/2018 08H EST,19855,19503
10/28/2018 07H EST,19840,19573
10/28/2018 06H EST,20014,19945
10/28/2018 05H EST,20567,20549
10/28/2018 04H EST,21470,21483
10/28/2018 03H EST,22652,22948
10/28/2018 02H EST,24224,24577
10/28/2018 01H EST,25640,26186
10/28/2018 00H EST,26887,27396
