Balancing authority hourly actual and forecast demand 12 per 23 per 2018 – 12 per 30 per 2018 EST
https://www.eia.gov/realtime_grid/#/data/graphs?end=20181230T00&start=20181223T00&bas=000002&regions=0
14:06:46 GMT-0800 (Pacific Standard Time)
Source: U.S. Energy Information Administration
Category,CISO demand megawatthours,CISO demand forecast megawatthours
12/25/2018 03H EST,21490,21873
12/25/2018 02H EST,22802,22913
12/25/2018 01H EST,23770,23853
12/25/2018 00H EST,24165,24208
12/24/2018 23H EST,24758,24874
12/24/2018 22H EST,25579,25700
12/24/2018 21H EST,26048,26012
12/24/2018 20H EST,24107,24002
12/24/2018 19H EST,23029,22510
12/24/2018 18H EST,22393,21928
12/24/2018 17H EST,21846,21609
12/24/2018 16H EST,21604,21424
12/24/2018 15H EST,21713,21663
12/24/2018 14H EST,21987,22195
12/24/2018 13H EST,22240,22794
12/24/2018 12H EST,22296,23022
12/24/2018 11H EST,22152,22663
12/24/2018 10H EST,21496,21967
12/24/2018 09H EST,20310,20573
12/24/2018 08H EST,19479,19597
12/24/2018 07H EST,19223,19211
12/24/2018 06H EST,19368,19422
12/24/2018 05H EST,19873,20008
12/24/2018 04H EST,20724,20868
12/24/2018 03H EST,21963,21403
12/24/2018 02H EST,23302,22832
12/24/2018 01H EST,24712,24514
12/24/2018 00H EST,25511,25553
12/23/2018 23H EST,25999,26170
12/23/2018 22H EST,26312,26473
12/23/2018 21H EST,25956,26058
12/23/2018 20H EST,23266,23182
12/23/2018 19H EST,21667,21518
12/23/2018 18H EST,20984,20813
12/23/2018 17H EST,20324,20331
12/23/2018 16H EST,,20071
12/23/2018 15H EST,,19918
12/23/2018 14H EST,21162,20302
12/23/2018 13H EST,21649,20664
12/23/2018 12H EST,21510,20776
12/23/2018 11H EST,21302,20682
12/23/2018 10H EST,20700,20310
12/23/2018 09H EST,19864,19484
12/23/2018 08H EST,19405,19071
12/23/2018 07H EST,19353,18982
12/23/2018 06H EST,19620,19208
12/23/2018 05H EST,20197,19799
12/23/2018 04H EST,21085,20693
12/23/2018 03H EST,22428,22153
12/23/2018 02H EST,23600,23642
12/23/2018 01H EST,25025,25025
12/23/2018 00H EST,25737,25778
