Balancing authority hourly actual and forecast demand 11 per 19 per 2018 – 11 per 26 per 2018 EST
https://www.eia.gov/realtime_grid/?src=data#/data/graphs?end=20181126T00&start=20181119T00&bas=000002&regions=0
19:31:54 GMT-0700 (Pacific Daylight Time)
Source: U.S. Energy Information Administration
Category,CISO demand megawatthours,CISO demand forecast megawatthours
11/25/2018 00H EDT,24435,24966
11/24/2018 23H EDT,25013,25601
11/24/2018 22H EDT,25459,25971
11/24/2018 21H EDT,25405,25721
11/24/2018 20H EDT,23350,23724
11/24/2018 19H EDT,21936,22736
11/24/2018 18H EDT,21366,22516
11/24/2018 17H EDT,21449,22393
11/24/2018 16H EDT,21359,22223
11/24/2018 15H EDT,21339,22160
11/24/2018 14H EDT,21313,22284
11/24/2018 13H EDT,21282,22130
11/24/2018 12H EDT,21010,21805
11/24/2018 11H EDT,20365,21099
11/24/2018 10H EDT,19965,20634
11/24/2018 09H EDT,19497,19854
11/24/2018 08H EDT,19095,19246
11/24/2018 07H EDT,18980,19039
11/24/2018 06H EDT,19185,19334
11/24/2018 05H EDT,19677,19886
11/24/2018 04H EDT,20444,20738
11/24/2018 03H EDT,21343,21492
11/24/2018 02H EDT,22421,22837
11/24/2018 01H EDT,23720,24143
11/24/2018 00H EDT,24533,25235
11/23/2018 23H EDT,25131,25931
11/23/2018 22H EDT,25718,26412
11/23/2018 21H EDT,25879,26250
11/23/2018 20H EDT,24074,24104
11/23/2018 19H EDT,22912,23310
11/23/2018 18H EDT,22374,23008
11/23/2018 17H EDT,22035,22865
11/23/2018 16H EDT,22050,22733
11/23/2018 15H EDT,21860,22634
11/23/2018 14H EDT,21774,22341
11/23/2018 13H EDT,21273,21819
11/23/2018 12H EDT,21314,21285
11/23/2018 11H EDT,20994,20877
11/23/2018 10H EDT,20688,20567
11/23/2018 09H EDT,19793,19615
11/23/2018 08H EDT,19021,19076
11/23/2018 07H EDT,18759,18936
11/23/2018 06H EDT,18888,19127
11/23/2018 05H EDT,19373,19664
11/23/2018 04H EDT,20061,20385
11/23/2018 03H EDT,20829,20917
11/23/2018 02H EDT,21685,21828
11/23/2018 01H EDT,22395,22699
11/23/2018 00H EDT,22611,23341
11/22/2018 23H EDT,22762,23745
11/22/2018 22H EDT,23134,24060
11/22/2018 21H EDT,23604,24344
11/22/2018 20H EDT,22602,23088
11/22/2018 19H EDT,21723,22601
11/22/2018 18H EDT,21472,22379
11/22/2018 17H EDT,21231,22343
11/22/2018 16H EDT,21092,22248
11/22/2018 15H EDT,20887,22083
11/22/2018 14H EDT,20953,21886
11/22/2018 13H EDT,20762,21762
11/22/2018 12H EDT,20682,21394
11/22/2018 11H EDT,20494,20834
11/22/2018 10H EDT,20338,20301
11/22/2018 09H EDT,19754,19594
11/22/2018 08H EDT,19355,19129
11/22/2018 07H EDT,19344,19117
11/22/2018 06H EDT,19726,19483
11/22/2018 05H EDT,20361,20117
11/22/2018 04H EDT,21360,21116
11/22/2018 03H EDT,22306,22327
11/22/2018 02H EDT,23789,23908
11/22/2018 01H EDT,25309,25849
11/22/2018 00H EDT,26506,27301
11/21/2018 23H EDT,27331,28340
11/21/2018 22H EDT,28008,28975
11/21/2018 21H EDT,28325,28882
11/21/2018 20H EDT,26865,26632
11/21/2018 19H EDT,26286,25786
11/21/2018 18H EDT,26245,25861
11/21/2018 17H EDT,25985,25947
11/21/2018 16H EDT,25276,25753
11/21/2018 15H EDT,25328,25703
11/21/2018 14H EDT,25316,25841
11/21/2018 13H EDT,25474,25921
11/21/2018 12H EDT,25106,25843
11/21/2018 11H EDT,24473,25503
11/21/2018 10H EDT,23757,24272
11/21/2018 09H EDT,22350,21997
11/21/2018 08H EDT,20990,20502
11/21/2018 07H EDT,20488,19926
11/21/2018 06H EDT,20586,20035
11/21/2018 05H EDT,21108,20504
11/21/2018 04H EDT,21931,21301
11/21/2018 03H EDT,22991,22967
11/21/2018 02H EDT,24329,24662
11/21/2018 01H EDT,25889,26394
11/21/2018 00H EDT,27074,27641
11/20/2018 23H EDT,27829,28566
11/20/2018 22H EDT,28483,29101
11/20/2018 21H EDT,28683,29012
11/20/2018 20H EDT,26969,26965
11/20/2018 19H EDT,25783,26160
11/20/2018 18H EDT,24944,25782
11/20/2018 17H EDT,24639,25388
11/20/2018 16H EDT,24571,25027
11/20/2018 15H EDT,24250,24990
11/20/2018 14H EDT,24387,25244
11/20/2018 13H EDT,24709,25584
11/20/2018 12H EDT,25063,25913
11/20/2018 11H EDT,25279,25918
11/20/2018 10H EDT,24493,24735
11/20/2018 09H EDT,22783,22435
11/20/2018 08H EDT,21405,20889
11/20/2018 07H EDT,20826,20293
11/20/2018 06H EDT,20890,20367
11/20/2018 05H EDT,21368,20809
11/20/2018 04H EDT,22093,21578
11/20/2018 03H EDT,22722,22940
11/20/2018 02H EDT,24130,24748
11/20/2018 01H EDT,25942,26751
11/20/2018 00H EDT,27207,28179
11/19/2018 23H EDT,28083,29188
11/19/2018 22H EDT,28748,29759
11/19/2018 21H EDT,28916,29565
11/19/2018 20H EDT,27132,27087
11/19/2018 19H EDT,26204,26100
11/19/2018 18H EDT,25914,25577
11/19/2018 17H EDT,25768,25256
11/19/2018 16H EDT,25286,24860
11/19/2018 15H EDT,25271,24731
11/19/2018 14H EDT,25489,24901
11/19/2018 13H EDT,25836,25093
11/19/2018 12H EDT,25885,25480
11/19/2018 11H EDT,24991,25520
11/19/2018 10H EDT,24375,24322
11/19/2018 09H EDT,22358,21962
11/19/2018 08H EDT,20841,20343
11/19/2018 07H EDT,20147,19645
11/19/2018 06H EDT,20136,19608
11/19/2018 05H EDT,20486,19936
11/19/2018 04H EDT,21115,20567
11/19/2018 03H EDT,22056,21029
11/19/2018 02H EDT,23414,22483
11/19/2018 01H EDT,24444,23954
11/19/2018 00H EDT,25233,25167
