Balancing authority hourly actual and forecast demand 07 per 29 per 2018 – 08 per 05 per 2018 EDT
https://www.eia.gov/realtime_grid/#/data/graphs?end=20180805T00&start=20180729T00&bas=000002&regions=0
14:07:42 GMT-0800 (Pacific Standard Time)
Source: U.S. Energy Information Administration
Category,CISO demand megawatthours,CISO demand forecast megawatthours
08/3/2018 14H EST,34221,32928
08/3/2018 13H EST,32624,31715
08/3/2018 12H EST,31237,30685
08/3/2018 11H EST,29752,29385
08/3/2018 10H EST,28104,27845
08/3/2018 09H EST,27294,26664
08/3/2018 08H EST,25921,25610
08/3/2018 07H EST,25804,25445
08/3/2018 06H EST,26521,26074
08/3/2018 05H EST,27756,27112
08/3/2018 04H EST,29485,28828
08/3/2018 03H EST,31838,31190
08/3/2018 02H EST,34508,34315
08/3/2018 01H EST,37658,37582
08/3/2018 00H EST,39756,39550
08/2/2018 23H EST,40787,40504
08/2/2018 22H EST,42187,41894
08/2/2018 21H EST,42701,42553
08/2/2018 20H EST,42308,42206
08/2/2018 19H EST,41181,41159
08/2/2018 18H EST,40006,39669
08/2/2018 17H EST,38648,38006
08/2/2018 16H EST,36989,36102
08/2/2018 15H EST,35592,34676
08/2/2018 14H EST,34253,33303
08/2/2018 13H EST,32843,31829
08/2/2018 12H EST,31839,30622
08/2/2018 11H EST,30352,29583
08/2/2018 10H EST,28811,28153
08/2/2018 09H EST,27175,26737
08/2/2018 08H EST,26115,25606
08/2/2018 07H EST,26381,25431
08/2/2018 06H EST,26793,25931
08/2/2018 05H EST,27853,27071
08/2/2018 04H EST,29857,28698
08/2/2018 03H EST,32640,31340
08/2/2018 02H EST,35620,34573
08/2/2018 01H EST,38828,38066
08/2/2018 00H EST,40968,40241
08/1/2018 23H EST,41970,41233
08/1/2018 22H EST,43238,42805
08/1/2018 21H EST,43807,43599
08/1/2018 20H EST,43479,43334
08/1/2018 19H EST,42728,42275
08/1/2018 18H EST,41431,40717
08/1/2018 17H EST,39728,38836
08/1/2018 16H EST,37731,36843
08/1/2018 15H EST,36100,35306
08/1/2018 14H EST,34584,33833
08/1/2018 13H EST,33078,32260
08/1/2018 12H EST,31782,30903
08/1/2018 11H EST,30701,29689
08/1/2018 10H EST,29146,28054
08/1/2018 09H EST,27823,26679
08/1/2018 08H EST,26736,25571
08/1/2018 07H EST,26330,25418
08/1/2018 06H EST,26862,26019
08/1/2018 05H EST,28198,27208
08/1/2018 04H EST,29484,28900
08/1/2018 03H EST,31704,31442
08/1/2018 02H EST,34921,34771
08/1/2018 01H EST,38239,38245
08/1/2018 00H EST,40316,40344
07/31/2018 23H EST,41419,41472
07/31/2018 22H EST,42994,42916
07/31/2018 21H EST,43739,43638
07/31/2018 20H EST,43536,43338
07/31/2018 19H EST,42676,42348
07/31/2018 18H EST,41572,40894
07/31/2018 17H EST,39988,39153
07/31/2018 16H EST,37863,37504
07/31/2018 15H EST,36085,35916
07/31/2018 14H EST,34457,34301
07/31/2018 13H EST,32894,32693
07/31/2018 12H EST,31535,31354
07/31/2018 11H EST,30346,30030
07/31/2018 10H EST,29040,28348
07/31/2018 09H EST,27354,27015
07/31/2018 08H EST,26212,26015
07/31/2018 07H EST,26428,25902
07/31/2018 06H EST,27036,26547
07/31/2018 05H EST,28134,27720
07/31/2018 04H EST,29358,29509
07/31/2018 03H EST,31675,30908
07/31/2018 02H EST,34807,34120
07/31/2018 01H EST,38423,37534
07/31/2018 00H EST,40598,39680
07/30/2018 23H EST,41628,40718
07/30/2018 22H EST,42966,42059
07/30/2018 21H EST,43386,42578
07/30/2018 20H EST,42841,42188
07/30/2018 19H EST,41729,41319
07/30/2018 18H EST,40248,40084
07/30/2018 17H EST,38734,38435
07/30/2018 16H EST,37210,36691
07/30/2018 15H EST,35773,35171
07/30/2018 14H EST,34402,33552
07/30/2018 13H EST,32725,31915
07/30/2018 12H EST,31554,30550
07/30/2018 11H EST,30405,29016
07/30/2018 10H EST,28885,27372
07/30/2018 09H EST,27232,25974
07/30/2018 08H EST,26017,24792
07/30/2018 07H EST,25710,24506
07/30/2018 06H EST,26188,24977
07/30/2018 05H EST,27147,25988
07/30/2018 04H EST,28320,27465
07/30/2018 03H EST,30417,29770
07/30/2018 02H EST,33177,32628
07/30/2018 01H EST,35623,35636
07/30/2018 00H EST,37159,37228
07/29/2018 23H EST,37742,38210
07/29/2018 22H EST,38766,39371
07/29/2018 21H EST,39186,39669
07/29/2018 20H EST,38853,39004
07/29/2018 19H EST,37920,37581
07/29/2018 18H EST,36378,35723
07/29/2018 17H EST,34479,33727
07/29/2018 16H EST,32504,31563
07/29/2018 15H EST,30584,29610
07/29/2018 14H EST,28747,27779
07/29/2018 13H EST,27336,26166
07/29/2018 12H EST,26055,24817
07/29/2018 11H EST,25099,23847
07/29/2018 10H EST,24588,23354
07/29/2018 09H EST,24720,23892
07/29/2018 08H EST,24622,23918
07/29/2018 07H EST,24848,24303
07/29/2018 06H EST,25399,25117
07/29/2018 05H EST,26599,26375
07/29/2018 04H EST,28171,28039
07/29/2018 03H EST,30180,29999
07/29/2018 02H EST,32457,32755
07/29/2018 01H EST,34936,35484
07/29/2018 00H EST,36540,37107
