Balancing authority hourly actual and forecast demand 12 per 15 per 2018 – 12 per 22 per 2018 EST
https://www.eia.gov/realtime_grid/#/data/graphs?end=20181222T00&start=20181215T00&bas=000002&regions=0
14:07:13 GMT-0800 (Pacific Standard Time)
Source: U.S. Energy Information Administration
Category,CISO demand megawatthours,CISO demand forecast megawatthours
12/19/2018 01H EST,26415,27003
12/19/2018 00H EST,27756,28385
12/18/2018 23H EST,28416,29099
12/18/2018 22H EST,28893,29482
12/18/2018 21H EST,28673,29027
12/18/2018 20H EST,25946,26400
12/18/2018 19H EST,24580,24993
12/18/2018 18H EST,24212,24295
12/18/2018 17H EST,23726,23684
12/18/2018 16H EST,23447,23538
12/18/2018 15H EST,23477,23679
12/18/2018 14H EST,24031,24220
12/18/2018 13H EST,24868,25076
12/18/2018 12H EST,25599,25939
12/18/2018 11H EST,25857,26097
12/18/2018 10H EST,24492,24909
12/18/2018 09H EST,21995,22240
12/18/2018 08H EST,20472,20642
12/18/2018 07H EST,19798,20149
12/18/2018 06H EST,19896,20300
12/18/2018 05H EST,20271,20793
12/18/2018 04H EST,21158,21890
12/18/2018 03H EST,22352,22497
12/18/2018 02H EST,24169,24525
12/18/2018 01H EST,26366,26550
12/18/2018 00H EST,27900,28059
12/17/2018 23H EST,28587,29020
12/17/2018 22H EST,29074,29414
12/17/2018 21H EST,28931,29034
12/17/2018 20H EST,26379,26418
12/17/2018 19H EST,24850,25101
12/17/2018 18H EST,24133,24759
12/17/2018 17H EST,23716,24569
12/17/2018 16H EST,23403,24395
12/17/2018 15H EST,23566,24508
12/17/2018 14H EST,24021,24837
12/17/2018 13H EST,24691,25234
12/17/2018 12H EST,25287,25532
12/17/2018 11H EST,25126,25569
12/17/2018 10H EST,23841,24061
12/17/2018 09H EST,21619,21503
12/17/2018 08H EST,20054,19902
12/17/2018 07H EST,19452,19197
12/17/2018 06H EST,19278,19232
12/17/2018 05H EST,19648,19552
12/17/2018 04H EST,20417,20249
12/17/2018 03H EST,21545,21074
12/17/2018 02H EST,23376,22681
12/17/2018 01H EST,25073,24316
12/17/2018 00H EST,26363,25551
12/16/2018 23H EST,26963,26356
12/16/2018 22H EST,27310,26693
12/16/2018 21H EST,27095,26302
12/16/2018 20H EST,24710,23557
12/16/2018 19H EST,22882,22009
12/16/2018 18H EST,21991,21486
12/16/2018 17H EST,21388,21179
12/16/2018 16H EST,21213,20960
12/16/2018 15H EST,21144,20970
12/16/2018 14H EST,21207,21174
12/16/2018 13H EST,21289,21292
12/16/2018 12H EST,21463,21193
12/16/2018 11H EST,21383,20686
12/16/2018 10H EST,20998,20229
12/16/2018 09H EST,20178,19395
12/16/2018 08H EST,19742,19014
12/16/2018 07H EST,19691,18917
12/16/2018 06H EST,19931,19152
12/16/2018 05H EST,20406,19728
12/16/2018 04H EST,21260,20558
12/16/2018 03H EST,22101,21851
12/16/2018 02H EST,23526,23271
12/16/2018 01H EST,24662,24494
12/16/2018 00H EST,25506,25355
12/15/2018 23H EST,26024,25936
12/15/2018 22H EST,26455,26360
12/15/2018 21H EST,26399,26068
12/15/2018 20H EST,23924,23708
12/15/2018 19H EST,22425,22339
12/15/2018 18H EST,21668,21619
12/15/2018 17H EST,21189,21157
12/15/2018 16H EST,21502,21070
12/15/2018 15H EST,21638,21205
12/15/2018 14H EST,21898,21705
12/15/2018 13H EST,22218,22121
12/15/2018 12H EST,22689,22171
12/15/2018 11H EST,22787,21888
12/15/2018 10H EST,22284,21195
12/15/2018 09H EST,21156,20124
12/15/2018 08H EST,20441,19491
12/15/2018 07H EST,20226,19329
12/15/2018 06H EST,20344,19558
12/15/2018 05H EST,20765,20115
12/15/2018 04H EST,21616,21028
12/15/2018 03H EST,22832,22828
12/15/2018 02H EST,24667,24563
12/15/2018 01H EST,26230,26182
12/15/2018 00H EST,27353,27400
