Balancing authority hourly actual and forecast demand 09 per 02 per 2018 – 09 per 09 per 2018 EDT
https://www.eia.gov/realtime_grid/?src=data#/data/graphs?end=20180909T00&start=20180902T00&bas=000002&regions=0
19:26:51 GMT-0700 (Pacific Daylight Time)
Source: U.S. Energy Information Administration
Category,CISO demand megawatthours,CISO demand forecast megawatthours
09/6/2018 13H EDT,28258,28848
09/6/2018 12H EDT,27771,28353
09/6/2018 11H EDT,27578,27805
09/6/2018 10H EDT,26639,26448
09/6/2018 09H EDT,24596,24428
09/6/2018 08H EDT,23226,23162
09/6/2018 07H EDT,22853,22825
09/6/2018 06H EDT,23275,23252
09/6/2018 05H EDT,24195,24205
09/6/2018 04H EDT,25380,25503
09/6/2018 03H EDT,26755,27213
09/6/2018 02H EDT,29304,29879
09/6/2018 01H EDT,32092,32918
09/6/2018 00H EDT,34084,35237
09/5/2018 23H EDT,34850,36134
09/5/2018 22H EDT,35194,36141
09/5/2018 21H EDT,35631,36689
09/5/2018 20H EDT,35316,36467
09/5/2018 19H EDT,34332,35416
09/5/2018 18H EDT,33177,34085
09/5/2018 17H EDT,31600,32816
09/5/2018 16H EDT,30271,31408
09/5/2018 15H EDT,29394,30523
09/5/2018 14H EDT,28791,29927
09/5/2018 13H EDT,28320,29320
09/5/2018 12H EDT,28137,28640
09/5/2018 11H EDT,27888,27949
09/5/2018 10H EDT,26757,26609
09/5/2018 09H EDT,24595,24581
09/5/2018 08H EDT,23430,23289
09/5/2018 07H EDT,23144,22937
09/5/2018 06H EDT,23465,23328
09/5/2018 05H EDT,24247,24202
09/5/2018 04H EDT,25377,25349
09/5/2018 03H EDT,26907,27066
09/5/2018 02H EDT,29489,29618
09/5/2018 01H EDT,32338,32494
09/5/2018 00H EDT,34432,34761
09/4/2018 23H EDT,35210,35588
09/4/2018 22H EDT,35550,35544
09/4/2018 21H EDT,35852,36018
09/4/2018 20H EDT,35414,35854
09/4/2018 19H EDT,34533,34801
09/4/2018 18H EDT,33198,33490
09/4/2018 17H EDT,31741,32160
09/4/2018 16H EDT,30329,30773
09/4/2018 15H EDT,29676,29911
09/4/2018 14H EDT,29243,29211
09/4/2018 13H EDT,28829,28702
09/4/2018 12H EDT,28468,28341
09/4/2018 11H EDT,28014,27865
09/4/2018 10H EDT,26524,26771
09/4/2018 09H EDT,24235,24746
09/4/2018 08H EDT,22816,23418
09/4/2018 07H EDT,22340,23053
09/4/2018 06H EDT,22618,23406
09/4/2018 05H EDT,23320,24214
09/4/2018 04H EDT,24279,25201
09/4/2018 03H EDT,25735,26480
09/4/2018 02H EDT,28081,28738
09/4/2018 01H EDT,30733,31652
09/4/2018 00H EDT,32598,33842
09/3/2018 23H EDT,33063,34234
09/3/2018 22H EDT,33251,34656
09/3/2018 21H EDT,33306,34974
09/3/2018 20H EDT,32387,34180
09/3/2018 19H EDT,31100,32820
09/3/2018 18H EDT,29525,31100
09/3/2018 17H EDT,27934,29330
09/3/2018 16H EDT,26482,27613
09/3/2018 15H EDT,25433,26279
09/3/2018 14H EDT,24862,25282
09/3/2018 13H EDT,24458,24303
09/3/2018 12H EDT,23678,23367
09/3/2018 11H EDT,23030,22787
09/3/2018 10H EDT,22856,22738
09/3/2018 09H EDT,22218,22296
09/3/2018 08H EDT,21777,21872
09/3/2018 07H EDT,21799,21872
09/3/2018 06H EDT,22270,22320
09/3/2018 05H EDT,23051,23133
09/3/2018 04H EDT,24168,24364
09/3/2018 03H EDT,25607,25906
09/3/2018 02H EDT,27619,28251
09/3/2018 01H EDT,29567,30738
09/3/2018 00H EDT,31060,32599
09/2/2018 23H EDT,31596,33022
09/2/2018 22H EDT,31884,33093
09/2/2018 21H EDT,31605,33057
09/2/2018 20H EDT,30509,32141
09/2/2018 19H EDT,28854,30791
09/2/2018 18H EDT,27212,29197
09/2/2018 17H EDT,25773,27701
09/2/2018 16H EDT,24481,26113
09/2/2018 15H EDT,23757,24984
09/2/2018 14H EDT,23450,24086
09/2/2018 13H EDT,23325,23394
09/2/2018 12H EDT,22883,22778
09/2/2018 11H EDT,22164,22099
09/2/2018 10H EDT,22263,22099
09/2/2018 09H EDT,21964,21962
09/2/2018 08H EDT,21813,21782
09/2/2018 07H EDT,22036,21947
09/2/2018 06H EDT,22588,22480
09/2/2018 05H EDT,23589,23410
09/2/2018 04H EDT,24806,24725
09/2/2018 03H EDT,26289,26834
09/2/2018 02H EDT,28081,28945
09/2/2018 01H EDT,30060,31123
09/2/2018 00H EDT,31577,32752
